Positive/Negative,Text,[M] _twitter_id,[M] actor_image: ,[M] actor_languages: ,[M] actor_links_href: ,[M] actor_listedcount: ,[M] actor_utcoffset: ,[M] favorites_count: ,[M] favoritescount: ,[M] followers_count: ,[M] friends_count: ,[M] geo_coordinates: ,[M] geo_type: ,[M] id: ,[M] influence_score: ,[M] inreplyto_link: ,[M] language: ,[M] location_coords: ,[M] location_displayname: ,[M] location_geo_type: ,[M] location_name: ,[M] location_type: ,[M] object_country_code: ,[M] object_posted_time: ,[M] object_twitter_link: ,[M] posted_time: ,[M] real_name: ,[M] retweetcount: ,[M] source: ,[M] statuses_count: ,[M] tweet_id: ,[M] tweet_url: ,[M] twitter_quoted_status_actor_displayname: ,[M] twitter_quoted_status_actor_favoritescount: ,[M] twitter_quoted_status_actor_followerscount: ,[M] twitter_quoted_status_actor_friendscount: ,[M] twitter_quoted_status_actor_id: ,[M] twitter_quoted_status_actor_image: ,[M] twitter_quoted_status_actor_languages: ,[M] twitter_quoted_status_actor_link: ,[M] twitter_quoted_status_actor_links_href: ,[M] twitter_quoted_status_actor_listedcount: ,[M] twitter_quoted_status_actor_location_displayname: ,[M] twitter_quoted_status_actor_objecttype: ,[M] twitter_quoted_status_actor_postedtime: ,[M] twitter_quoted_status_actor_preferredusername: ,[M] twitter_quoted_status_actor_statusescount: ,[M] twitter_quoted_status_actor_summary: ,[M] twitter_quoted_status_actor_twittertimezone: ,[M] twitter_quoted_status_actor_utcoffset: ,[M] twitter_quoted_status_actor_verified: ,[M] twitter_quoted_status_display_text_range: ,[M] twitter_quoted_status_favoritescount: ,[M] twitter_quoted_status_generator_displayname: ,[M] twitter_quoted_status_id: ,[M] twitter_quoted_status_inreplyto_link: ,[M] twitter_quoted_status_link: ,[M] twitter_quoted_status_location_country_code: ,[M] twitter_quoted_status_location_displayname: ,[M] twitter_quoted_status_location_geo_coordinates: ,[M] twitter_quoted_status_location_geo_type: ,[M] twitter_quoted_status_location_link: ,[M] twitter_quoted_status_location_name: ,[M] twitter_quoted_status_location_objecttype: ,[M] twitter_quoted_status_location_twitter_country_code: ,[M] twitter_quoted_status_location_twitter_place_type: ,[M] twitter_quoted_status_long_object_body: ,[M] twitter_quoted_status_long_object_display_text_range: ,[M] twitter_quoted_status_long_object_twitter_entities_hashtags_indices: ,[M] twitter_quoted_status_long_object_twitter_entities_hashtags_text: ,[M] twitter_quoted_status_long_object_twitter_entities_media_display_url: ,[M] twitter_quoted_status_long_object_twitter_entities_media_expanded_url: ,[M] twitter_quoted_status_long_object_twitter_entities_media_id: ,[M] twitter_quoted_status_long_object_twitter_entities_media_id_str: ,[M] twitter_quoted_status_long_object_twitter_entities_media_indices: ,[M] twitter_quoted_status_long_object_twitter_entities_media_media_url: ,[M] twitter_quoted_status_long_object_twitter_entities_media_media_url_https: ,[M] twitter_quoted_status_long_object_twitter_entities_media_sizes_large_h: ,[M] twitter_quoted_status_long_object_twitter_entities_media_sizes_large_resize: ,[M] twitter_quoted_status_long_object_twitter_entities_media_sizes_large_w: ,[M] twitter_quoted_status_long_object_twitter_entities_media_sizes_medium_h: ,[M] twitter_quoted_status_long_object_twitter_entities_media_sizes_medium_resize: ,[M] twitter_quoted_status_long_object_twitter_entities_media_sizes_medium_w: ,[M] twitter_quoted_status_long_object_twitter_entities_media_sizes_small_h: ,[M] twitter_quoted_status_long_object_twitter_entities_media_sizes_small_resize: ,[M] twitter_quoted_status_long_object_twitter_entities_media_sizes_small_w: ,[M] twitter_quoted_status_long_object_twitter_entities_media_sizes_thumb_h: ,[M] twitter_quoted_status_long_object_twitter_entities_media_sizes_thumb_resize: ,[M] twitter_quoted_status_long_object_twitter_entities_media_sizes_thumb_w: ,[M] twitter_quoted_status_long_object_twitter_entities_media_type: ,[M] twitter_quoted_status_long_object_twitter_entities_media_url: ,[M] twitter_quoted_status_long_object_twitter_entities_media_video_info_aspect_ratio: ,[M] twitter_quoted_status_long_object_twitter_entities_media_video_info_duration_millis: ,[M] twitter_quoted_status_long_object_twitter_entities_media_video_info_variants_bitrate: ,[M] twitter_quoted_status_long_object_twitter_entities_media_video_info_variants_content_type: ,[M] twitter_quoted_status_long_object_twitter_entities_media_video_info_variants_url: ,[M] twitter_quoted_status_long_object_twitter_entities_urls_display_url: ,[M] twitter_quoted_status_long_object_twitter_entities_urls_expanded_url: ,[M] twitter_quoted_status_long_object_twitter_entities_urls_indices: ,[M] twitter_quoted_status_long_object_twitter_entities_urls_url: ,[M] twitter_quoted_status_long_object_twitter_entities_user_mentions_id: ,[M] twitter_quoted_status_long_object_twitter_entities_user_mentions_id_str: ,[M] twitter_quoted_status_long_object_twitter_entities_user_mentions_indices: ,[M] twitter_quoted_status_long_object_twitter_entities_user_mentions_name: ,[M] twitter_quoted_status_long_object_twitter_entities_user_mentions_screen_name: ,[M] twitter_quoted_status_long_object_twitter_extended_entities_media_display_url: ,[M] twitter_quoted_status_long_object_twitter_extended_entities_media_expanded_url: ,[M] twitter_quoted_status_long_object_twitter_extended_entities_media_id: ,[M] twitter_quoted_status_long_object_twitter_extended_entities_media_id_str: ,[M] twitter_quoted_status_long_object_twitter_extended_entities_media_indices: ,[M] twitter_quoted_status_long_object_twitter_extended_entities_media_media_url: ,[M] twitter_quoted_status_long_object_twitter_extended_entities_media_media_url_https: ,[M] twitter_quoted_status_long_object_twitter_extended_entities_media_sizes_large_h: ,[M] twitter_quoted_status_long_object_twitter_extended_entities_media_sizes_large_resize: ,[M] twitter_quoted_status_long_object_twitter_extended_entities_media_sizes_large_w: ,[M] twitter_quoted_status_long_object_twitter_extended_entities_media_sizes_medium_h: ,[M] twitter_quoted_status_long_object_twitter_extended_entities_media_sizes_medium_resize: ,[M] twitter_quoted_status_long_object_twitter_extended_entities_media_sizes_medium_w: ,[M] twitter_quoted_status_long_object_twitter_extended_entities_media_sizes_small_h: ,[M] twitter_quoted_status_long_object_twitter_extended_entities_media_sizes_small_resize: ,[M] twitter_quoted_status_long_object_twitter_extended_entities_media_sizes_small_w: ,[M] twitter_quoted_status_long_object_twitter_extended_entities_media_sizes_thumb_h: ,[M] twitter_quoted_status_long_object_twitter_extended_entities_media_sizes_thumb_resize: ,[M] twitter_quoted_status_long_object_twitter_extended_entities_media_sizes_thumb_w: ,[M] twitter_quoted_status_long_object_twitter_extended_entities_media_type: ,[M] twitter_quoted_status_long_object_twitter_extended_entities_media_url: ,[M] twitter_quoted_status_long_object_twitter_extended_entities_media_video_info_aspect_ratio: ,[M] twitter_quoted_status_long_object_twitter_extended_entities_media_video_info_duration_millis: ,[M] twitter_quoted_status_long_object_twitter_extended_entities_media_video_info_variants_bitrate: ,[M] twitter_quoted_status_long_object_twitter_extended_entities_media_video_info_variants_content_type: ,[M] twitter_quoted_status_long_object_twitter_extended_entities_media_video_info_variants_url: ,[M] twitter_quoted_status_objecttype: ,[M] twitter_quoted_status_postedtime: ,[M] twitter_quoted_status_twitter_extended_entities_media_display_url: ,[M] twitter_quoted_status_twitter_extended_entities_media_expanded_url: ,[M] twitter_quoted_status_twitter_extended_entities_media_id: ,[M] twitter_quoted_status_twitter_extended_entities_media_id_str: ,[M] twitter_quoted_status_twitter_extended_entities_media_indices: ,[M] twitter_quoted_status_twitter_extended_entities_media_media_url: ,[M] twitter_quoted_status_twitter_extended_entities_media_media_url_https: ,[M] twitter_quoted_status_twitter_extended_entities_media_sizes_large_h: ,[M] twitter_quoted_status_twitter_extended_entities_media_sizes_large_resize: ,[M] twitter_quoted_status_twitter_extended_entities_media_sizes_large_w: ,[M] twitter_quoted_status_twitter_extended_entities_media_sizes_medium_h: ,[M] twitter_quoted_status_twitter_extended_entities_media_sizes_medium_resize: ,[M] twitter_quoted_status_twitter_extended_entities_media_sizes_medium_w: ,[M] twitter_quoted_status_twitter_extended_entities_media_sizes_small_h: ,[M] twitter_quoted_status_twitter_extended_entities_media_sizes_small_resize: ,[M] twitter_quoted_status_twitter_extended_entities_media_sizes_small_w: ,[M] twitter_quoted_status_twitter_extended_entities_media_sizes_thumb_h: ,[M] twitter_quoted_status_twitter_extended_entities_media_sizes_thumb_resize: ,[M] twitter_quoted_status_twitter_extended_entities_media_sizes_thumb_w: ,[M] twitter_quoted_status_twitter_extended_entities_media_source_status_id: ,[M] twitter_quoted_status_twitter_extended_entities_media_source_status_id_str: ,[M] twitter_quoted_status_twitter_extended_entities_media_source_user_id: ,[M] twitter_quoted_status_twitter_extended_entities_media_source_user_id_str: ,[M] twitter_quoted_status_twitter_extended_entities_media_type: ,[M] twitter_quoted_status_twitter_extended_entities_media_url: ,[M] twitter_quoted_status_twitter_extended_entities_media_video_info_aspect_ratio: ,[M] twitter_quoted_status_twitter_extended_entities_media_video_info_duration_millis: ,[M] twitter_quoted_status_twitter_extended_entities_media_video_info_variants_bitrate: ,[M] twitter_quoted_status_twitter_extended_entities_media_video_info_variants_content_type: ,[M] twitter_quoted_status_twitter_extended_entities_media_video_info_variants_url: ,[M] twitter_quoted_status_twitter_filter_level: ,[M] twitter_quoted_status_twitter_lang: ,[M] twitter_quoted_status_verb: ,[M] url_mention: ,[M] url_mention_title: ,[M] user_bio_summary: ,[M] user_id: ,[M] user_is_verified: ,[M] user_location: ,[M] user_twitter_page: ,[M] username: ,[M] verb: 
0,All these school shootings shit seem like it's the government  ,9.63902E+17,https://pbs.twimg.com/profile_images/946726965066780672/dVIbOySe_normal.jpg,en,,0,-18000,7588,0,832,85,,,"tag:search.twitter.com,2005:963901875438411776",9.788235,,en,"[[-87.634643,24.396308],[-87.634643,31.001056],[-79.974307,31.001056],[-79.974307,24.396308]]","Florida, USA",Polygon,Florida,place,United States,2/14/18 22:24,http://twitter.com/BLVNC_/statuses/963901875438411776,2/14/18 22:24,K€L$,0,Twitter for iPhone,24751,9.63902E+17,https://twitter.com/BLVNC_/status/963901875438411776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand Ambassador of Regal Star,id:twitter.com:337253613,FALSE,La-La Land,http://www.twitter.com/BLVNC_,BLVNC_,post
0,I feel like the odds of being killed in a shooting are way too high and it makes me not even want to leave the house  ,9.63902E+17,https://pbs.twimg.com/profile_images/962816015066427393/FMaWA65X_normal.jpg,en,,24,,20341,0,1190,740,,,"tag:search.twitter.com,2005:963901908099485696",1.608108,,en,"[[-87.634643,24.396308],[-87.634643,31.001056],[-79.974307,31.001056],[-79.974307,24.396308]]","Florida, USA",Polygon,Florida,place,United States,2/14/18 22:24,http://twitter.com/AmberWengert/statuses/963901908099485696,2/14/18 22:24,ambz,0,Twitter for iPhone,33466,9.63902E+17,https://twitter.com/AmberWengert/status/963901908099485696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19| Succulent mom | Sagittarius | Duuuuval | ➡️ Okee, Forest",id:twitter.com:2560304558,FALSE,UNF Biomedical Science,http://www.twitter.com/AmberWengert,AmberWengert,post
2,@tek_wiz @alienpatriot79 @_stylan @kris_huntley @JTMann05 @realDonaldTrump Two cops vs one shooter in a school with panicking students trying to flee they don’t want to hit.  ,9.63902E+17,https://pbs.twimg.com/profile_images/954044340082479104/cXR51UNa_normal.jpg,en,,28,-14400,14296,0,1536,2108,,,"tag:search.twitter.com,2005:963901957290233857",0.728653,http://twitter.com/tek_wiz/statuses/963899308369170437,en,"[[-87.634643,24.396308],[-87.634643,31.001056],[-79.974307,31.001056],[-79.974307,24.396308]]","Florida, USA",Polygon,Florida,place,United States,2/14/18 22:25,http://twitter.com/ThemeParker104/statuses/963901957290233857,2/14/18 22:25,Chandler,0,Twitter for iPhone,84750,9.63902E+17,https://twitter.com/ThemeParker104/status/963901957290233857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WDW Passholder, host of @TPbacklot, Opening Team at @Topgolf Orlando. Opinions my own.",id:twitter.com:602155855,FALSE,"Orlando, FL",http://www.twitter.com/ThemeParker104,ThemeParker104,post
0,Couldn’t pay me enough to be a teacher in this day in age with all the school shootings going on.  ,9.63902E+17,https://pbs.twimg.com/profile_images/954790966405292033/qqBnCvfa_normal.jpg,en,,9,-18000,10189,0,936,660,,,"tag:search.twitter.com,2005:963902188262129664",1.418182,,en,"[[-87.634643,24.396308],[-87.634643,31.001056],[-79.974307,31.001056],[-79.974307,24.396308]]","Florida, USA",Polygon,Florida,place,United States,2/14/18 22:26,http://twitter.com/acxallxday/statuses/963902188262129664,2/14/18 22:26,A[C]❄️,0,Twitter for iPhone,46911,9.63902E+17,https://twitter.com/acxallxday/status/963902188262129664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAMU SON Alumna|Registered Nurse|IG:acxallxday| Zoe life or no life 🇭🇹 |,id:twitter.com:65219834,FALSE,Polk Couny ✈️ Tally🚀Tampa,http://www.twitter.com/acxallxday,acxallxday,post
1,"@MeanGeneSucka @CoachDanMullen Advocate for better mental health services and gun control. Kind words, thoughts and prayers, sympathies, condolences will not prevent another tragedy.  ",9.63902E+17,https://pbs.twimg.com/profile_images/955936048613285888/mcI0DhmK_normal.jpg,en,,2,,12026,0,635,1163,,,"tag:search.twitter.com,2005:963902288510312450",0.546002,http://twitter.com/MeanGeneSucka/statuses/963901219554152455,en,"[[-87.634643,24.396308],[-87.634643,31.001056],[-79.974307,31.001056],[-79.974307,24.396308]]","Florida, USA",Polygon,Florida,place,United States,2/14/18 22:26,http://twitter.com/OGO51111/statuses/963902288510312450,2/14/18 22:26,Alt_McMasterDisaster @OGO5111,0,Twitter for Android,23980,9.63902E+17,https://twitter.com/OGO51111/status/963902288510312450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NeverGOP #Resistor #BasicIncome #LivingWage #ACA #FreeEducation #StatePIT #Gator #Seahawks #Warriors Machines v people. Mom of 15 yo boy genius. Animal Lover.,id:twitter.com:894694902361198592,FALSE,"Gainesville, FL",http://www.twitter.com/OGO51111,OGO51111,post
1,Our thoughts are with the MSD and Parkland community. We are all with you...  ,9.63903E+17,https://pbs.twimg.com/profile_images/852887306423984129/3Al1OMQA_normal.jpg,en,http://falconcove.net,4,,436,0,597,221,,,"tag:search.twitter.com,2005:963902904200519682",2.701357,,en,"[[-87.634643,24.396308],[-87.634643,31.001056],[-79.974307,31.001056],[-79.974307,24.396308]]","Florida, USA",Polygon,Florida,place,United States,2/14/18 22:28,http://twitter.com/DrMarkKaplan/statuses/963902904200519682,2/14/18 22:28,Dr. Mark Kaplan,0,Twitter for iPhone,447,9.63903E+17,https://twitter.com/DrMarkKaplan/status/963902904200519682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Principal, Falcon Cove Middle School",id:twitter.com:2441932325,FALSE,Weston,http://www.twitter.com/DrMarkKaplan,DrMarkKaplan,post
2,Prayers to all involved in mass shooting in broward county.  ,9.63903E+17,https://pbs.twimg.com/profile_images/778639373315239938/4cMjcvVN_normal.jpg,en,http://www.bkandgun.com,6,,1280,0,178,476,,,"tag:search.twitter.com,2005:963902790354554888",0.37395,,en,"[[-87.634643,24.396308],[-87.634643,31.001056],[-79.974307,31.001056],[-79.974307,24.396308]]","Florida, USA",Polygon,Florida,place,United States,2/14/18 22:28,http://twitter.com/BKandG/statuses/963902790354554888,2/14/18 22:28,Don Logan,0,Twitter for Android,1905,9.63903E+17,https://twitter.com/BKandG/status/963902790354554888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Custom Knife maker and Gunshop ownerBearfoot Knives & Gun. Firearms instructor and personal defense instructor.   I take you from Mild to Wild.,id:twitter.com:769580268931784704,FALSE,"Florida, USA",http://www.twitter.com/BKandG,BKandG,post
0,"@LarryGlickman @FLGovScott @POTUS Gov Scott, Sen Rubio, AG Bondi and virtually every pol in Florida is owned by the NRA.  Thoughts and prayers is all they have to offer.  Until one of their children is gunned down nothing will happen.  ",9.63903E+17,https://pbs.twimg.com/profile_images/937258553240272896/-41yw-7E_normal.jpg,en,,0,-28800,2764,0,77,280,,,"tag:search.twitter.com,2005:963902778203623424",0.275,http://twitter.com/LarryGlickman/statuses/963901282883948549,en,"[[-87.634643,24.396308],[-87.634643,31.001056],[-79.974307,31.001056],[-79.974307,24.396308]]","Florida, USA",Polygon,Florida,place,United States,2/14/18 22:28,http://twitter.com/AmeriHephaestus/statuses/963902778203623424,2/14/18 22:28,Hephaestus,0,Twitter Web Client,3633,9.63903E+17,https://twitter.com/AmeriHephaestus/status/963902778203623424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Progress is impossible without change, and those who cannot change their minds cannot change anything.  --George Bernard Shaw",id:twitter.com:2149760912,FALSE,Tampa Bay,http://www.twitter.com/AmeriHephaestus,AmeriHephaestus,post
2,Prayers for the children and teachers injured and killed #parkland… https://t.co/RQ8IXFAkn0  ,9.63903E+17,https://pbs.twimg.com/profile_images/416409908213723136/leKeMgzB_normal.jpeg,en,,16,,2474,0,148,324,"26.304,-80.269",Point,"tag:search.twitter.com,2005:963902954259537920",0.45679,,en,"[[-87.634643,24.396308],[-87.634643,31.001056],[-79.974307,31.001056],[-79.974307,24.396308]]","Florida, USA",Polygon,Florida,place,United States,2/14/18 22:29,http://twitter.com/TimCurryFanHere/statuses/963902954259537920,2/14/18 22:29,RockyHorrorFanHere,0,Instagram,5015,9.63903E+17,https://twitter.com/TimCurryFanHere/status/963902954259537920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/p/BfMaF0gFm3goyH9PM87kyq8WAlav3JvEZLvDK00/,Heidi @BeachTherapy on Instagram: “Prayers for the children and teachers injured and killed #parkland #schoolshooting #stonemandouglas”,"Twitter Rule: Only Twits And Twats Tweet The Hate! Be nice! Peace, Love, and Lips #RHPS I ❤️Tim Curry I ❤️ #WBAB Oh and Pizza! Beach on Tues? 🌴💋😎",id:twitter.com:2232069815,FALSE,Sunny South Florida,http://www.twitter.com/TimCurryFanHere,TimCurryFanHere,post
3,#ÚLTIMAHORA Sospechoso de tiroteo en escuela de #Parkland #Florida ha sido identificado como #NicolásCruz de 18 años ex estudiante de este plantel y arrestado en el lugar de los hechos. @VOANoticias  ,9.63903E+17,https://pbs.twimg.com/profile_images/875076669064847360/769CXyNX_normal.jpg,en,,69,,2038,0,2370,2390,,,"tag:search.twitter.com,2005:963903204307107843",0.991632,,es,"[[-79.76259,40.477383],[-79.76259,45.015851],[-71.777492,45.015851],[-71.777492,40.477383]]","New York, USA",Polygon,New York,place,United States,2/14/18 22:30,http://twitter.com/CELIAMENDOZA25/statuses/963903204307107843,2/14/18 22:30,CELIA MENDOZA,0,Twitter for iPhone,11832,9.63903E+17,https://twitter.com/CELIAMENDOZA25/status/963903204307107843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journalist. Born in Colombia and naturalized as an American citizen. Passionate about social issues and news. Billingual international correspondent,id:twitter.com:149504801,FALSE,"New York, NY",http://www.twitter.com/CELIAMENDOZA25,CELIAMENDOZA25,post
